timestamp,Open,High,Low,target,Volume,item_id
1997-02-07,48.31230022723858,48.58048904689811,47.68014086661254,48.56133270263672,2321000,5
1997-02-10,48.58054412878258,48.752951422615006,48.07290043027597,48.10163497924805,1670000,1
1997-02-11,48.29316431481069,48.657135009765625,47.89088091512365,48.657135009765625,1664300,2
1997-02-12,48.65714997238254,49.432982481784705,48.59010271848359,49.346778869628906,2675400,3
1997-02-13,49.538337593254404,49.99809014632405,49.461712167742796,49.88315200805664,1104800,4
1997-02-14,49.76818084716796,49.94058794017201,49.59577375416392,49.76818084716797,1112900,5
1997-02-18,49.86398586535272,50.22795656509982,49.50001516560562,50.18964385986328,833100,2
1997-02-19,50.055542308796376,50.26626215778098,49.74904071027333,49.854400634765625,648100,3
1997-02-20,49.67240857391773,49.87355022066903,49.13603084924758,49.25096893310547,1193900,4
1997-02-21,49.28929795521785,49.509596022254385,49.126468949147366,49.2701416015625,1844400,5
1997-02-24,49.02109941378107,49.88313515962716,49.02109941378107,49.854400634765625,787300,1
1997-02-25,49.90227836774393,49.97890374719536,49.576620505075354,49.8927001953125,1653900,2
1997-02-26,49.84481657693071,49.92144196751784,48.8103738040044,49.40422058105469,1597800,3
1997-02-27,49.53835105483069,49.53835105483069,48.657158421991475,48.6667366027832,1813100,4
1997-02-28,48.580506009637624,48.96363302864108,48.46556790393659,48.52303695678711,2961200,5
1997-03-03,48.274007101619944,48.88701036640242,48.23569439757104,48.848697662353516,1210400,1
1997-03-04,48.98283104490406,49.116925615617525,48.484765496539765,48.58054733276367,1478700,2
1997-03-05,48.86784284694475,49.40422058105469,48.70501389194709,49.40422058105469,1254800,3
1997-03-06,49.42338009148418,49.59578723133819,48.96362771854014,49.116878509521484,1528500,4
1997-03-07,49.30843590971214,49.74903187937934,49.19349783066852,49.55746841430664,1859300,5
1997-03-10,49.614916759861636,50.07466888427734,49.37546252839512,50.074668884277344,1074900,1
1997-03-11,50.11301253098708,50.1417470565209,49.80651092529297,49.80651092529297,624600,2
1997-03-12,49.84482983910025,49.86398619184394,49.22224837493009,49.36592102050781,1055600,3
1997-03-13,49.193513526660894,49.327607994996804,48.465572127123075,48.599666595458984,2514100,4
1997-03-14,48.819963134316836,49.05941753462249,48.58050873401118,48.848697662353516,1642700,5
1997-03-17,48.58050850997644,49.0594173083792,48.082443359637566,48.982791900634766,3013500,1
1997-03-18,49.040254682249454,49.10730190544785,48.25484435335406,48.45598602294922,1352500,2
1997-03-19,48.3314569148692,48.73374014721651,47.85254830493193,48.29314422607422,1510000,3
1997-03-20,48.27398546574789,48.4272362132582,47.7376078494618,48.04410934448242,1808200,4
1997-03-21,48.420412548414745,48.45887197061364,48.208885726320794,48.26657485961914,2810600,5
1997-03-24,48.305040424699165,48.96846554199698,48.05505414861592,48.93962097167969,2145600,1
1997-03-25,48.82423827307564,49.20883250917707,48.324265766143796,48.4588737487793,2125800,2
1997-03-26,48.65116137471043,49.01652582772209,48.42040487807149,48.67039108276367,1335300,3
1997-03-27,48.84346955782408,48.84346955782408,46.86280917811704,47.38201141357422,2898500,4
1997-03-31,47.324312912290964,47.458920872626614,46.30513835546389,46.382057189941406,4270700,1
1997-04-01,46.30515058774781,46.88204199872474,46.18015744870281,46.68013000488281,3210900,2
1997-04-02,46.535878117452526,46.728175134466795,45.80514945279832,45.84360885620117,2672700,3
1997-04-03,45.80517082548559,46.228224460313754,45.651333140093534,46.0936164855957,2284200,4
1997-04-04,45.84363924646554,46.68013182499794,45.63211238752631,46.67051696777344,3706700,5
1997-04-07,46.88203212550942,47.15124806060258,46.853187561035156,46.853187561035156,2596200,1
