date,pca1,pca2,tsne1,tsne2,spectral1,spectral2,umap1,umap2,target
2021-10-20,0.4011667670214905,-0.018352823666736993,27.983618,-3.2288988,0.005024134322375292,0.0004642056679040569,7.5387015,12.80134,374.9800109863281
2021-10-27,-0.27680815470687087,-0.17305078616680977,-12.519016,-14.289004,-0.0032280387007281733,0.004485910125357933,2.675891,15.769886,380.0
2021-10-29,-0.3445096192785097,0.06281093673490433,-26.839884,16.534191,-0.004299710433399697,-0.0029292276437805293,1.8258725,14.166973,386.1099853515625
2021-11-02,0.393338940989701,-0.06472913362862572,23.106977,-7.4700594,0.0047527582341523695,0.001961477440041832,7.9083166,12.474993,389.04998779296875
2021-11-03,-0.18990479910145486,0.3102616889241155,-6.4518595,25.764185,-0.0017806900630562147,-0.0055731409509935,3.8984334,13.875076,393.17999267578125
2021-11-04,-0.3422059023644364,-0.06370544205208421,-22.192165,-10.628475,-0.004378476670216338,0.0026674557270582847,0.54006636,13.6359215,398.2200012207031
2021-11-05,0.344473566543891,-0.07850471476631884,20.896866,-5.8275957,0.004552723971513558,0.001793060907594464,6.1930594,14.92328,398.6000061035156
2021-11-08,0.3732310088670107,0.15286957293321968,20.942225,16.529633,0.004361566533540327,-0.0037290027656629444,6.2734566,12.803869,398.05999755859375
2021-11-09,-0.33094533408291804,-0.09826936094709933,-18.190948,-13.025952,-0.00397726785472621,0.003512724452011124,2.521462,15.691299,395.32000732421875
2021-11-10,0.35359304532261593,-0.18073194906459847,21.219675,-18.124605,0.003873718778113083,0.004565050131050426,7.521174,14.29142,389.510009765625
2021-11-11,0.3475890335057581,0.20356790373122943,18.790176,19.938362,0.0038674326796874826,-0.004468704572517536,6.066368,12.660084,390.5899963378906
2021-11-12,0.23005609741704397,0.3075046522675478,10.795238,21.539297,0.002667753482383221,-0.005617608821891966,5.4846025,14.329591,394.70001220703125
2021-11-15,-0.2662105254205704,-0.19821806824306046,-10.814749,-18.301569,-0.0029929099247639327,0.004688075923161346,4.700725,16.04015,394.6099853515625
2021-11-16,0.3860179026899319,-0.08033493054536538,21.737072,-9.00396,0.0046212452222175356,0.00236827881923823,6.7900963,14.420689,397.4200134277344
2021-11-17,0.35096993938819404,0.1991135253915711,18.259403,18.996626,0.0039006877323663827,-0.004411272737873379,5.836516,13.849243,397.6300048828125
2021-11-18,-0.3426936709839152,-0.005824061263021636,-23.782232,-0.6014651,-0.004659438882736245,0.00019452068357969708,-0.013042741,11.6776285,401.75
2021-11-19,0.37552092420722427,0.024366466187515083,15.792071,10.857061,0.004985167273519842,-0.0011263655143434997,7.0493107,12.754654,403.989990234375
2021-11-22,-0.2070603641189838,-0.28178333256679444,-7.9563694,-24.547375,-0.00204572856562211,0.005419131902058168,-0.2353803,13.719145,399.29998779296875
2021-11-24,0.28132140122861093,0.28327695442199274,14.335749,23.557457,0.0030901277719397754,-0.005313948897976988,5.7149763,11.91266,398.760009765625
2021-11-26,0.33630980649566466,-0.19939488739883957,18.17501,-17.891443,0.003638113226823269,0.004871507217032941,7.496825,14.40642,391.20001220703125
2021-11-29,-0.3440996954655654,0.0681954312587703,-25.232084,15.913481,-0.004258858017113747,-0.0030774011239993737,0.6916674,11.533059,399.69000244140625
2021-11-30,0.3861953332324698,-0.10515458638482232,24.083313,-11.413993,0.004469398161182064,0.0031592382901068986,8.415842,11.909185,393.82000732421875
2021-12-01,-0.2531597237472091,-0.24061031326914192,-10.118175,-23.055332,-0.0026736076888122695,0.0050245240584180445,-0.5216633,13.314582,387.1199951171875
2021-12-02,0.23502407332911548,0.32154125691992475,11.332543,24.587643,0.0025771932408534723,-0.005700918719714266,5.3810825,11.493415,389.9100036621094
2021-12-03,-0.2635561400177413,-0.14834517578840556,-16.587198,-21.90228,-0.0037475524201727325,0.0035294604670970944,4.601786,16.01934,383.1300048828125
2021-12-06,0.3697779936683793,0.03144023852448999,30.468786,9.29766,0.005047873209403844,-0.0009028080491842461,6.1043367,14.527656,386.20001220703125
2021-12-07,-0.280827756501292,0.2187540698472029,-12.354725,22.545841,-0.0028451940252294376,-0.005031397842867622,4.176517,15.084021,397.8299865722656
2021-12-08,0.399090809796514,0.05894843148865744,24.020061,6.3014336,0.004992428545137324,-0.0019137758149035974,7.415579,11.618388,399.6099853515625
2021-12-09,0.26206568999037305,-0.2842006901806971,14.554614,-24.318901,0.002834045113267092,0.005755030634634555,7.8582478,14.708105,393.7300109863281
2021-12-10,-0.1918488153439812,0.3072897613864566,-6.5892224,24.999302,-0.0018486243497125212,-0.005544588004522087,3.668006,13.767515,398.010009765625
2021-12-13,0.3729419261699874,-0.13508295119177988,21.88192,-12.603939,0.004199204746648245,0.003848538824436046,7.8649287,13.427283,392.260009765625
2021-12-14,-0.2944819922965542,-0.18019152989433346,-15.162155,-21.430485,-0.0033358739742026947,0.0043945513760414775,3.829042,16.166246,388.20001220703125
2021-12-15,-0.3457716233429187,0.05898734150396343,-25.585197,14.208155,-0.004391868839397145,-0.002715536218028405,0.9953306,12.300302,397.04998779296875
2021-12-16,0.2982182221253909,-0.25540825110838816,16.023232,-22.317642,0.003160333276320325,0.005487684711909595,9.401528,12.034212,386.8399963378906
2021-12-17,-0.03424431694685678,0.37350784717655444,0.012399467,26.915154,0.00038060831711514165,-0.006069508503009599,4.112027,12.804019,384.9100036621094
2021-12-20,0.22311507677659914,0.22518492808865487,12.175624,17.491838,0.003375323054384107,-0.004966340859693485,5.7016606,12.944911,380.69000244140625
2021-12-21,-0.33633945425010736,0.09086402600619557,-23.039167,20.841433,-0.003941674894596471,-0.0036596088899356312,3.4136648,15.203616,389.2099914550781
2021-12-22,0.0484681490642417,0.37958940525751617,2.867732,27.770803,0.001195169467554262,-0.006103967542488715,4.6973424,13.768573,393.95001220703125
2021-12-28,-0.25576377084996194,-0.2027370474062833,-12.289408,-14.412373,-0.00289919737100426,0.004812161355903853,2.3780427,15.731256,401.6099853515625
2021-12-29,0.38883571789579924,0.10879150823383005,22.817942,13.456002,0.004715532333496108,-0.002929873404704258,6.940293,11.834984,401.54998779296875
2021-12-30,-0.3475936815778635,0.04117053460134981,-27.52839,8.84525,-0.004518402384355296,-0.0022225008552118355,0.70493436,12.198555,400.3500061035156
2021-12-31,0.4001502250959703,-0.03746318244232862,26.498678,-4.879782,0.004910532686116661,0.0012135104351058568,8.274008,11.523894,397.8500061035156
2022-01-03,-0.062101625447835214,0.31860030959424285,1.0941536,23.12903,-3.6921069942226464e-05,-0.006007469876776404,4.669044,14.515278,401.67999267578125
2022-01-04,-0.2456072073355736,-0.2446623202873485,-9.371122,-23.675741,-0.0025740824560640157,0.0050731589458207415,3.46628,16.001635,396.4700012207031
2022-01-05,0.36228294954134677,0.174241356682158,18.969223,17.535172,0.004158616830750458,-0.0040334666473342915,6.343126,12.050978,384.2900085449219
2022-01-06,-0.3208480680626008,-0.13206836169156932,-15.946445,-17.583887,-0.003700170114416932,0.003978431926898999,0.22171499,13.676231,384.0199890136719
2022-01-07,0.3873030184816251,-0.09658997287138979,24.897932,-10.741577,0.004487601240246623,0.003115678103020607,7.3558564,13.708571,379.8599853515625
2022-01-10,-0.34620254414585944,-0.022889796413495544,-30.627869,-6.435768,-0.004647442570402844,0.0011815986915661753,2.251465,15.083938,380.1099853515625
2022-01-11,0.014423478162202368,0.38162485852524597,1.7743019,26.470367,0.0008068061349736607,-0.006093450396618203,4.6039042,13.4543085,385.82000732421875
2022-01-12,-0.2709144835022295,-0.16409434989608168,-10.672229,-17.668518,-0.0033529378993661435,0.004295081387007342,4.563426,16.021074,387.3500061035156
2022-01-13,0.2952348535312379,-0.2572846900229619,15.350494,-21.597515,0.0031222671894275762,0.005518293925908696,8.495955,13.82405,377.6600036621094
2022-01-14,0.07481085982691246,0.37755535906902266,3.6596222,27.648129,0.0015702128406402628,-0.0060613647106925895,4.6947823,13.169065,380.010009765625
2022-01-18,0.23747555747430868,-0.26714229764976927,10.055456,-20.893927,0.0026560503340338337,0.005762990510185026,6.5893793,15.405732,370.54998779296875
2022-01-19,0.39663986785937905,-0.05729044351297351,24.40396,-7.3569336,0.004799430160828529,0.0017985187270732146,6.4637938,14.489516,366.4800109863281
2022-01-20,-0.32802289233171195,-0.10140011579098619,-15.34416,-13.823558,-0.0038997169470732884,0.0036104881366399223,1.3116993,14.83889,361.7200012207031
2022-01-21,-0.18628348961080038,-0.29846016124048663,-6.721853,-25.034395,-0.0018158918943539173,0.005534997092718558,0.09957118,14.138358,351.69000244140625
2022-01-24,-0.34247201972950597,-0.0446635283776215,-30.779045,-7.01591,-0.004489673478224187,0.002299739658086837,-0.34559765,9.77143,353.29998779296875
2022-01-25,0.3899542369196981,0.10631906532159562,22.860403,13.027544,0.004741190913449642,-0.0028536524415817685,8.247858,9.369749,345.1099853515625
2022-01-26,-0.04665352775465044,0.373299826941058,-0.630299,27.110962,0.0002684835598204556,-0.006058367136831201,4.3486476,13.457953,344.57000732421875
2022-01-27,0.3981838827253035,0.06456496499889165,25.406357,8.18919,0.0049648143424434535,-0.002061152448357146,6.884847,12.48338,341.1000061035156
2022-01-28,-0.34725612039984793,-0.020685675838086042,-23.990202,-3.998817,-0.0046377297448972074,0.0010413183488328552,1.5066754,14.714751,351.79998779296875
2022-01-31,-0.3485593400008732,0.01581298859674233,-26.944752,4.0707207,-0.004677755495113808,-0.0011005110241749147,0.4510524,12.059762,363.04998779296875
2022-02-01,0.40100464224445304,0.04591316565854201,24.782917,5.3165135,0.005063539397557797,-0.001473413309855564,7.9305167,10.714936,365.5199890136719
2022-02-02,-0.33145670956769513,-0.0380235310987756,-22.819832,-2.357694,-0.00447215783153011,0.001723436949206296,4.1271954,15.67811,368.489990234375
2022-02-03,0.24094573848505763,-0.2908447909778305,12.082202,-22.180958,0.002526008738742418,0.005940763278831396,6.9712143,15.235409,353.54998779296875
2022-02-04,0.0234022825665146,0.3462522288355292,-0.34521225,25.45528,0.0010431123158312428,-0.0060851820491311884,5.0975475,14.811521,358.010009765625
2022-02-07,0.3797003420700492,-0.07992361507830639,22.316975,-6.869529,0.004654580938179127,0.0021260407916272456,6.6962543,14.40186,355.1300048828125
2022-02-08,0.30745717939342343,0.21189468842125095,13.358093,17.479502,0.0037123728051897775,-0.004632801759080434,5.9182386,12.321846,359.1199951171875
2022-02-09,0.17649170728907754,0.3534389106443885,8.191727,26.10551,0.002198162379450038,-0.0059101504275639715,5.2364616,14.695247,366.7300109863281
2022-02-10,-0.031813344575630426,-0.36228641193001004,1.1703899,-27.419569,2.429346612920645e-05,0.006156985673380053,5.5078483,15.196164,358.42999267578125
2022-02-11,-0.27384586690596774,-0.21347025875128628,-10.83904,-21.423868,-0.0029926570344985665,0.0047740128449511214,-0.838706,10.512715,347.05999755859375
2022-02-14,0.2511976818658733,0.31182231881613925,11.955085,23.76304,0.0027393260958802077,-0.0055847943419113635,5.676738,11.207686,347.489990234375
2022-02-15,0.37408528640978095,0.14993677524415347,19.71499,16.004053,0.0043833029154126445,-0.0036303729986709647,6.9165354,11.223982,356.1300048828125
2022-02-16,0.39430575967168213,0.0597231802562717,29.480175,9.098282,0.004996938159628281,-0.0019735204523238592,6.0909977,14.405578,356.0400085449219
2022-02-17,-0.26442739749355343,-0.1172888509599219,-12.593487,-13.196022,-0.0038511773767609656,0.003573700172216136,2.4193778,15.482413,345.45001220703125
2022-02-18,0.19269876602209876,-0.13345015753548872,11.102222,12.921548,0.003439348950629511,0.0044789901531318045,7.3043623,14.90949,341.510009765625
2022-02-23,0.3208534448214012,0.24445089925154975,15.763031,20.955069,0.0035180300151560484,-0.004896946626499601,5.949268,11.978648,329.4200134277344
2022-02-24,0.1791603315676399,0.3522971516459651,8.603587,25.801619,0.0022615770763353403,-0.005884225364726345,5.3244495,15.174454,340.489990234375
2022-02-25,0.0778230153381793,0.37983840058697255,3.8916478,27.047604,0.0015518537800281904,-0.006081097954311199,5.324574,14.908634,345.7699890136719
2022-02-28,-0.005412871508809523,-0.365932556582029,2.2439392,-26.800026,0.0004678902057053101,0.006238377439630365,5.494007,15.198463,346.79998779296875
2022-03-01,-0.005875101448176809,-0.3658848788917512,2.0973544,-27.138416,0.00046789020570530397,0.0062383774396303675,5.3969483,15.218647,341.489990234375
2022-03-02,-0.15200646437586812,-0.31389696719815613,-4.3451557,-24.26457,-0.0014997045478619237,0.005645119366798323,5.323931,15.896062,347.2200012207031
2022-03-03,-0.2962549403254332,-0.1636510395333358,-13.316095,-15.354495,-0.0033151411039242596,0.004390116103841149,-0.4315451,12.839371,342.260009765625
2022-03-04,-0.33028572925207883,-0.09212882297837573,-18.135454,-12.865131,-0.004010562722037531,0.0034109722327580532,3.1832273,15.831431,337.29998779296875
2022-03-07,0.09196397870378825,-0.35518551838978396,5.6366553,-27.999249,0.0015179210206837743,0.0062571661452791765,7.3189154,15.427937,324.8599853515625
2022-03-08,0.30735401277220126,0.25949150133706184,14.600281,21.463575,0.0032766062283234687,-0.0051387704324156866,6.0792847,11.23136,323.3500061035156
2022-03-09,-0.34709988510783585,-0.002147367735190126,-25.288206,0.20669816,-0.004662583190393909,3.755851715683735e-05,0.13170463,11.534894,334.989990234375
2022-03-10,0.3841895609551891,-0.1100599700404636,23.0086,-11.205339,0.004418838786228841,0.0033121763380966488,8.461519,12.02628,331.2699890136719
2022-03-11,0.33745434931010027,-0.2025896169051909,20.14328,-20.16716,0.003705730758879886,0.0048699295290368025,7.0731134,14.800753,324.3999938964844
2022-03-14,-0.32167152380427794,-0.11510987188853662,-17.348406,-15.991531,-0.0038633678071908623,0.0037543237542149613,1.9552729,15.315303,318.1700134277344
2022-03-15,-0.18419231437327838,0.3140253981186343,-6.302999,26.925425,-0.0016832478349987348,-0.005587793207656928,3.407275,13.274294,328.1499938964844
2022-03-16,0.23069647340020427,-0.2818915757469308,13.754791,-25.50785,0.0026649582342405023,0.005898483275093774,8.259564,14.2707,340.32000732421875
2022-03-17,0.33655204651268683,0.1935634292485976,13.910506,17.090183,0.0038882731274647656,-0.0044208795292964825,6.5785108,11.077703,344.44000244140625
2022-03-18,-0.3400402118094536,-0.029838202432640168,-23.71565,-0.9511269,-0.00454155155826836,0.0014931037496076788,-0.40421605,10.099353,351.489990234375
2022-03-21,0.3630486383967034,0.17777231671450497,19.865858,18.350193,0.004146110065375337,-0.004062055048854525,7.2390604,8.989859,350.0799865722656
2022-03-22,0.36748479975713333,0.16800317013117036,21.12406,18.133347,0.004229926004846885,-0.003941093631708703,7.507604,9.6455345,356.9599914550781
2022-03-23,-0.3113445470079048,-0.1536024985899554,-15.807859,-19.918074,-0.0035584209105216738,0.004147908116556444,-1.4856288,9.962357,351.8299865722656
2022-03-24,-0.31563908655164197,-0.14451238067218486,-16.345911,-19.463503,-0.003603025497729648,0.004082514758612399,-1.3766855,9.815196,359.6499938964844
2022-03-25,0.3122265319862836,0.25415188674486394,15.534868,21.67838,0.003394598341615297,-0.005045643932541523,5.3664412,15.2914715,359.3500061035156
2022-03-28,0.38911024910010855,0.1090214015196923,24.08458,13.491564,0.004735012582482851,-0.0029026611603795256,7.5243998,10.047454,364.9100036621094
2022-03-29,-0.3449771918360201,0.06410289877230112,-24.865814,14.371617,-0.004311916461565532,-0.002925050710328961,-2.0687954,10.131329,371.19000244140625
2022-03-30,0.37632098510451245,0.14743953200295062,21.905191,16.924852,0.004416759994287723,-0.0036237903704767153,7.530782,9.954166,367.0899963378906
2022-03-31,-0.17416531375242225,-0.3067555328691858,-5.724578,-24.790533,-0.0016622887102969387,0.0055700423580772075,-1.0014032,11.047988,362.5400085449219
2022-04-04,-0.32085408829190776,-0.13268491381302788,-17.249176,-18.8244,-0.0037150226484953678,0.003928871720131514,-1.0237374,10.033736,369.29998779296875
2022-04-06,0.3768563654608125,0.14605953078169698,22.051674,16.810345,0.0044295908224436156,-0.0036030612332108598,7.2816925,10.145999,353.260009765625
2022-04-11,-0.31788361760762496,0.15633886559242666,-17.129944,21.760675,-0.0033435928187478575,-0.004590537120622196,-1.458571,8.9793005,340.8900146484375
2022-04-12,-0.29434789420073226,-0.18418296532172435,-14.191878,-21.083183,-0.0032471173978521704,0.004495354188541733,-1.9135079,9.703251,339.45001220703125
2022-04-14,0.029545290480598153,0.38247920150531084,2.086995,27.225239,0.0009342935346711939,-0.006110266072969265,5.891018,10.430352,338.42999267578125
2022-04-20,-0.3020616893983997,-0.17135629254314916,-14.963987,-20.69907,-0.00337015561718007,0.004364026435464434,-1.207266,9.8557825,341.2099914550781
2022-04-22,-0.24712946022233184,-0.24402233737160786,-9.431213,-22.100292,-0.0025915538431060927,0.005052729024076793,-0.6533629,13.2168,325.3999938964844
2022-04-25,0.18492875205392287,0.3491054629783765,8.287867,24.267666,0.0022713425941336997,-0.005857628972305681,5.137465,12.332691,329.5799865722656
2022-04-26,-0.03709701814679953,-0.3617956875619164,0.8207599,-26.499968,-8.194856338263645e-05,0.0061611634205431046,9.100085,14.244582,317.1400146484375
2022-04-27,0.10434979283993362,0.36920318700570787,5.015616,27.977102,0.00171440991590389,-0.006047392375150969,4.7783318,12.620823,316.760009765625
2022-04-29,-0.14241162726150583,-0.31804373226755206,-4.6684737,-25.766253,-0.0013527580065831872,0.00570926764674267,5.105635,16.13412,313.25
2022-05-03,0.2496570422225242,0.31221352760534915,11.759931,23.316942,0.0027247705004354045,-0.005596087045080216,5.737343,11.255888,318.82000732421875
2022-05-04,-0.3418071738707959,-0.06575434104555823,-21.662382,-10.933258,-0.004340131221955503,0.002760437481094146,-0.92693925,9.294466,329.6000061035156
2022-05-05,0.3870106737452162,-0.1023938690156267,23.803661,-10.862795,0.004475546362284549,0.0031457558048031352,8.951792,9.853821,313.0
2022-05-10,0.36632399814053984,0.1579132916841483,18.742203,15.885118,0.00426290912803445,-0.003857904077071638,6.019581,13.934496,300.760009765625
2022-05-11,0.06870205644603902,-0.36635214873241195,4.7306185,-26.637457,0.0011580231587970686,0.006309715763664857,8.961762,14.209186,291.8399963378906
2022-05-12,0.07944762565997163,0.380370263562351,3.900668,26.382452,0.00160165476345233,-0.006059917838213472,4.42396,11.799113,291.1499938964844
2022-05-16,0.04370312773979557,0.38196798925229514,2.6177201,27.267828,0.0011255887074308995,-0.006110569211899578,4.4715977,12.066054,298.44000244140625
2022-05-18,-0.03012775040338499,-0.36291673635171856,1.2062625,-27.129679,4.058742150155764e-05,0.006164399710294052,8.465096,14.961064,291.1400146484375
2022-05-19,-0.07354470279678649,0.28736834763247393,-1.3519601,25.107714,-0.0004956547270869998,-0.005754011845164649,4.023523,13.353962,289.5799865722656
2022-05-20,-0.042290582539524835,-0.36100135897077773,0.43463683,-26.57602,-0.0001466257960772807,0.006142521859196287,9.086043,14.463939,288.67999267578125
2022-05-23,-0.017836960952830636,0.37692784099445753,0.97033846,26.06431,0.0005313990981158078,-0.006072106615081833,4.2432656,11.841079,293.4800109863281
2022-05-24,0.34112094338169896,-0.1856743490396367,18.257504,-17.347965,0.003738916623470171,0.004708172777692754,6.968333,14.901218,287.239990234375
2022-05-25,0.3483138283157471,0.2031858720718292,17.527468,18.987993,0.0038616766076908214,-0.004460128253360043,6.741684,10.868306,291.260009765625
2022-05-26,-0.2465167979349752,-0.24597658111216894,-9.190393,-22.577608,-0.002563311411258439,0.005095207123352307,-0.42432696,13.257433,299.3299865722656
2022-05-27,0.25889622411815183,0.29466721895410947,11.546435,21.462996,0.002880242533069867,-0.005469139259676606,5.9458957,11.178743,309.1000061035156
2022-05-31,0.36271946794261006,0.17806301565092117,20.540827,18.678295,0.0041354531559948905,-0.004080604015102666,5.4622955,14.85053,308.2799987792969
2022-06-01,-0.14361920131675912,-0.32344954185339125,-4.1950502,-24.830862,-0.0013346497432393143,0.005715145592560109,5.2700715,15.62547,306.0
2022-06-02,-0.32888261827121473,-0.08246800682212126,-15.10437,-14.333994,-0.004171198683497125,0.0030374501058904268,-0.55459523,10.97987,314.3800048828125
2022-06-03,0.3713763526059466,-0.14347489617961948,23.547432,-15.588687,0.004185863889764814,0.003982568362350472,8.6241865,12.303063,306.20001220703125
2022-06-06,-0.34630943529495095,0.010242046481911878,-32.137527,8.086071,-0.00470319634372972,-0.0007809818053839134,2.3985758,15.012013,307.2200012207031
2022-06-07,0.28820694850380696,0.27834672568123875,14.258998,23.134323,0.0031573162945726903,-0.005275377478098847,5.653182,12.42453,309.8699951171875
2022-06-08,0.36090002760369894,-0.16363949639830253,23.213697,-17.034315,0.004018709732542902,0.00434511215696607,7.2002172,14.544186,307.6400146484375
2022-06-09,0.3036954515281707,0.21188167971678312,13.275015,17.559183,0.0037146778103470434,-0.004629797935576974,6.281905,11.795169,299.3999938964844
2022-06-10,-0.31799274564061647,-0.1311891746720331,-14.647836,-15.779376,-0.0037090875989886016,0.003924708632938737,-0.620431,10.148995,288.8399963378906
2022-06-13,0.3717599350580286,0.1471300655382263,19.37959,14.26165,0.0043665343102749915,-0.0036581096345824405,8.199409,9.691363,275.4100036621094
2022-06-14,-0.20161220433532212,-0.2766673082825086,-7.611026,-22.4855,-0.0021393168869658762,0.0053396303051191606,-0.67817336,13.122275,275.9100036621094
2022-06-15,-0.27275369705289104,0.23155873001001254,-11.697135,24.479237,-0.002702300408749538,-0.0051487499537253905,2.4657853,13.096908,282.79998779296875
2022-06-16,0.2673884722908715,-0.2826867737697827,13.711342,-23.3751,0.002867391750967952,0.0057346674160094376,9.118149,13.186643,271.3900146484375
2022-06-17,0.2515636182305159,0.2976015674514154,11.340583,21.401426,0.0028239202513958223,-0.005512094647916381,5.826022,11.079992,274.69000244140625
2022-06-21,-0.23222646864693594,-0.2493841891316795,-8.336745,-22.158297,-0.0024701441933949507,0.00513181834321284,-0.43726483,13.498324,281.0799865722656
2022-06-22,0.18671000682732883,0.18306095115886356,17.357449,25.33512,0.0031575170142558525,-0.004945776520411339,5.4194927,14.832228,280.6700134277344
2022-06-23,0.3696686543046774,0.15425905996709774,19.280397,16.464071,0.00433765076227116,-0.0037364233502722413,6.0003014,13.790203,284.8500061035156
2022-06-24,0.2954437543289856,0.2458517147544269,13.171005,18.119366,0.003339766521655142,-0.005078715157217014,6.134497,11.362944,294.6099853515625
2022-06-27,-0.26339441333319685,-0.19947429089754362,-12.36092,-14.936812,-0.0029288320047956436,0.004803127980485915,-0.51459086,13.047683,292.45001220703125
2022-06-28,-0.10317873251361755,-0.3432409916953718,-2.6005628,-25.877077,-0.0006946712788459524,0.005963577666622889,8.48483,15.16792,283.5400085449219
2022-06-29,0.19234018829630342,0.34429481402092005,9.313983,26.160976,0.0022869755707321856,-0.005870992508554853,5.1790032,12.658351,283.79998779296875
2022-06-30,-0.24192990229123804,-0.2444801086642002,-9.076288,-23.560753,-0.002533352087919227,0.00510730119785732,4.9602857,16.224453,280.2799987792969
2022-07-01,0.19111283840737786,0.339287789992583,9.468704,23.0392,0.00231719701305885,-0.005849076478781167,5.1129565,13.011152,282.1300048828125
2022-07-05,-0.3474253372709072,0.025883811352864185,-31.408014,8.541094,-0.004625122437958685,-0.0016638059721107968,1.433516,14.107508,286.9599914550781
2022-07-06,0.38715209914991067,0.11550154945168029,22.479097,13.691172,0.004663275697066417,-0.003058515264674193,7.0816474,11.543002,288.79998779296875
2022-07-07,-0.34890533734113716,-0.006737885358795727,-28.40802,-1.1013323,-0.004707396505122857,3.7791075905511685e-05,1.2013859,14.242446,294.9800109863281
2022-07-08,-0.16784482111994564,0.017583153679310407,-8.979008,-15.548795,-0.004033716466045213,-0.0005952110013303907,4.8982635,15.458702,295.3500061035156
2022-07-11,0.39729036031423137,0.046689709571781035,22.244123,5.004458,0.005031653798863027,-0.001538029824845951,6.941905,12.82557,289.0400085449219
2022-07-12,0.3995520277942207,-0.021330236981456936,23.78863,-1.4782966,0.004999988157670317,0.00037665091472126403,7.371053,12.908179,286.239990234375
2022-07-13,-0.3452167592948835,-0.03359259524528256,-23.75362,-4.705763,-0.004577364559647488,0.0015790129222705714,0.50843954,13.210443,285.6499938964844
2022-07-14,0.40095775615764384,0.0351109873311924,24.043016,3.870723,0.00509245131148986,-0.0011839965492362614,7.0615478,12.67732,286.6700134277344
2022-07-15,-0.053090377227571754,0.34998620390031615,-0.66154623,26.231787,-3.079128636526592e-05,-0.0060255858805663065,4.8873997,14.612733,291.8699951171875
2022-07-18,0.21749435759404598,-0.2555583270652914,10.026043,-20.877115,0.0026557907921161516,0.005708956853566079,7.799729,14.842932,289.3999938964844
2022-07-19,-0.24764305484761145,0.26093530122740016,-9.674191,25.701109,-0.0024738117031386257,-0.00526630500901511,3.0318015,13.263045,298.29998779296875
2022-07-20,-0.027216410882512896,-0.34719691021981625,0.012494883,-24.728285,0.00014893417440886605,0.006217797690752094,5.8310714,16.036335,303.0299987792969
